state,land_class,representative_year,raw_area_ha,effective_weight,effective_area_ha,year_selection_reason,capacity_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,evidence_scope,target_match_status,slot_support_status,localization_discount,validation_note,row_id,row_status,supersedes_row_id,state_pass_index,changed_on,change_reason
Eastern Cape,mixed_farming,1936,1400000.0,0.7,979999.9999999999,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Broad Eastern Cape and Transkei potential: major mixed-farming and rainfed grain land with strong grazing support, not a desert-like state.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Eastern Cape row: maize, wheat, livestock strong; tobacco weaker.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^ec]: Eastern Cape has merino sheep, Angora goats, dairy cattle, inland wheat/maize/sorghum, and coastal tobacco/potatoes.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape arable capacity rows are treated as state-localized effective commercial land.,arable-target-capacity-0015,active,,0,,baseline row
Eastern Cape,commercial_pasture,1936,600000.0,0.35,210000.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Broad Eastern Cape and Transkei potential: major mixed-farming and rainfed grain land with strong grazing support, not a desert-like state.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Eastern Cape row: maize, wheat, livestock strong; tobacco weaker.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^ec]: Eastern Cape has merino sheep, Angora goats, dairy cattle, inland wheat/maize/sorghum, and coastal tobacco/potatoes.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape arable capacity rows are treated as state-localized effective commercial land.,arable-target-capacity-0016,active,,0,,baseline row
Eastern Cape,marginal_grazing,1936,600000.0,0.1,60000.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Broad Eastern Cape and Transkei potential: major mixed-farming and rainfed grain land with strong grazing support, not a desert-like state.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Eastern Cape row: maize, wheat, livestock strong; tobacco weaker.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^ec]: Eastern Cape has merino sheep, Angora goats, dairy cattle, inland wheat/maize/sorghum, and coastal tobacco/potatoes.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape arable capacity rows are treated as state-localized effective commercial land.,arable-target-capacity-0017,active,,0,,baseline row
Eastern Cape,desert_or_unusable,1936,0.0,0.0,0.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Broad Eastern Cape and Transkei potential: major mixed-farming and rainfed grain land with strong grazing support, not a desert-like state.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Eastern Cape row: maize, wheat, livestock strong; tobacco weaker.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^ec]: Eastern Cape has merino sheep, Angora goats, dairy cattle, inland wheat/maize/sorghum, and coastal tobacco/potatoes.",state_localized,direct,distinct_slot_supported,1.0,Eastern Cape arable capacity rows are treated as state-localized effective commercial land.,arable-target-capacity-0018,active,,0,,baseline row
West Transvaal,irrigated_perennial,1936,0.0,1.25,0.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Interior plateau with real cereal-and-livestock potential, but less broad than the eastern escarpment or the Free State grain belt.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal arable capacity uses a bounded Gauteng/interior plateau proxy.,arable-target-capacity-0019,active,,0,,baseline row
West Transvaal,reliable_rainfed_crop,1936,350000.0,1.0,332500.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Interior plateau with real cereal-and-livestock potential, but less broad than the eastern escarpment or the Free State grain belt.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal arable capacity uses a bounded Gauteng/interior plateau proxy.,arable-target-capacity-0020,active,,0,,baseline row
West Transvaal,mixed_farming,1936,500000.0,0.7,332500.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Interior plateau with real cereal-and-livestock potential, but less broad than the eastern escarpment or the Free State grain belt.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal arable capacity uses a bounded Gauteng/interior plateau proxy.,arable-target-capacity-0021,active,,0,,baseline row
West Transvaal,commercial_pasture,1936,400000.0,0.35,133000.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Interior plateau with real cereal-and-livestock potential, but less broad than the eastern escarpment or the Free State grain belt.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal arable capacity uses a bounded Gauteng/interior plateau proxy.,arable-target-capacity-0022,active,,0,,baseline row
West Transvaal,marginal_grazing,1936,400000.0,0.1,38000.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Interior plateau with real cereal-and-livestock potential, but less broad than the eastern escarpment or the Free State grain belt.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal arable capacity uses a bounded Gauteng/interior plateau proxy.,arable-target-capacity-0023,active,,0,,baseline row
West Transvaal,desert_or_unusable,1936,0.0,0.0,0.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Interior plateau with real cereal-and-livestock potential, but less broad than the eastern escarpment or the Free State grain belt.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal arable capacity uses a bounded Gauteng/interior plateau proxy.,arable-target-capacity-0024,active,,0,,baseline row
Eastern Transvaal,irrigated_perennial,1936,180000.0,1.25,213750.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Escarpment-and-lowveld commercial belt with strong reliable crop land, sugar/tobacco/fruit pockets, and substantial mixed-farming acreage.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Mpumalanga row: maize, sugar, tobacco, bananas, livestock strong; tea weaker. Eswatini section: maize/cattle/cotton/tobacco profile is safest before 1936.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga produces maize, cotton, sugarcane, tobacco, citrus, and subtropical fruits with beef/dairy/sheep.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal arable capacity uses a bounded Mpumalanga plus Eswatini land-potential proxy.,arable-target-capacity-0025,active,,0,,baseline row
Eastern Transvaal,reliable_rainfed_crop,1936,1000000.0,1.0,950000.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Escarpment-and-lowveld commercial belt with strong reliable crop land, sugar/tobacco/fruit pockets, and substantial mixed-farming acreage.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Mpumalanga row: maize, sugar, tobacco, bananas, livestock strong; tea weaker. Eswatini section: maize/cattle/cotton/tobacco profile is safest before 1936.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga produces maize, cotton, sugarcane, tobacco, citrus, and subtropical fruits with beef/dairy/sheep.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal arable capacity uses a bounded Mpumalanga plus Eswatini land-potential proxy.,arable-target-capacity-0026,active,,0,,baseline row
Eastern Transvaal,mixed_farming,1936,900000.0,0.7,598500.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Escarpment-and-lowveld commercial belt with strong reliable crop land, sugar/tobacco/fruit pockets, and substantial mixed-farming acreage.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Mpumalanga row: maize, sugar, tobacco, bananas, livestock strong; tea weaker. Eswatini section: maize/cattle/cotton/tobacco profile is safest before 1936.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga produces maize, cotton, sugarcane, tobacco, citrus, and subtropical fruits with beef/dairy/sheep.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal arable capacity uses a bounded Mpumalanga plus Eswatini land-potential proxy.,arable-target-capacity-0027,active,,0,,baseline row
Eastern Transvaal,commercial_pasture,1936,600000.0,0.35,199500.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Escarpment-and-lowveld commercial belt with strong reliable crop land, sugar/tobacco/fruit pockets, and substantial mixed-farming acreage.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Mpumalanga row: maize, sugar, tobacco, bananas, livestock strong; tea weaker. Eswatini section: maize/cattle/cotton/tobacco profile is safest before 1936.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga produces maize, cotton, sugarcane, tobacco, citrus, and subtropical fruits with beef/dairy/sheep.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal arable capacity uses a bounded Mpumalanga plus Eswatini land-potential proxy.,arable-target-capacity-0028,active,,0,,baseline row
Eastern Transvaal,marginal_grazing,1936,150000.0,0.1,14250.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,"Escarpment-and-lowveld commercial belt with strong reliable crop land, sugar/tobacco/fruit pockets, and substantial mixed-farming acreage.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Mpumalanga row: maize, sugar, tobacco, bananas, livestock strong; tea weaker. Eswatini section: maize/cattle/cotton/tobacco profile is safest before 1936.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga produces maize, cotton, sugarcane, tobacco, citrus, and subtropical fruits with beef/dairy/sheep.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal arable capacity uses a bounded Mpumalanga plus Eswatini land-potential proxy.,arable-target-capacity-0029,active,,0,,baseline row
